Postalcode,Borough,Neighborhood,City,Latitude,Longitude,IsDuplicate,Total Venues,1st Most Common Label,2nd Most Common Label,3rd Most Common Label,4th Most Common Label,5th Most Common Label,6th Most Common Label,7th Most Common Label,8th Most Common Label,9th Most Common Label,10th Most Common Label,Median Rent Studio,Median Rent 1 Bedroom,Median Rent 2 Bedrooms,Median Rent 3 Bedrooms,Median Rent Studio in USD,Median Rent 1 Bedroom in USD,Median Rent 2 Bedrooms in USD,Median Rent 3 Bedrooms in USD,innerouter,Proximity,Normalized Median Rent Studio in USD,Normalized Median Rent 1 Bedroom in USD,Normalized Median Rent 2 Bedrooms in USD,Normalized Median Rent 3 Bedrooms in USD,Normalized Proximity,Normalized Total Venues
V2S,Abbotsford,Abbotsford Southeast,Vancouver,49.194026524688695,-122.9904629402082,True,22.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1207.0,1669.0,2222.0,2694.0,1207.0,1669.0,2222.0,2694.0,inner,11.689899793030694,-0.8160841555601785,0.1330501649635978,0.1739070264996664,0.325723382692456,-0.19136921784708896,-0.6121827913500277
V3S,Surrey,Upper East,Vancouver,49.11723501500006,-122.75143385599996,False,4.0,Landmarks and Outdoors,Dining and Lunching,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1056.0,1642.0,2083.0,2065.0,1056.0,1642.0,2083.0,2065.0,outer,30.88496457920041,-1.4710116824937083,-0.005255841687954839,-0.2602992344436489,-0.7356878442307937,-0.15750457802901452,-0.9028812973826872
V4S,Mission,Mission West,Vancouver,49.31740906774093,-123.0876438010993,True,89.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Travel and Transportation,Bar,Arts and Entertainment,Business and Professional Services,Health and Medicine,Community and Government,1610.0,2016.0,2604.0,2928.0,1610.0,2016.0,2604.0,2928.0,inner,6.478583423667532,0.931835005725997,1.9105384726705892,1.3671932975812955,0.7205886086066697,-0.20056321400143767,0.46986164777153816
V5S,Killarney,Killarney,Vancouver,49.21715369800006,-123.038903937,False,22.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Retail,Landmarks and Outdoors,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1261.0,1640.0,2029.0,2114.0,1261.0,1640.0,2029.0,2114.0,inner,7.339133662592776,-0.5818716624846116,-0.01550073106955133,-0.42898368114105195,-0.6530023909410652,-0.19904499959522434,-0.6121827913500277
V6S,Dunbar-Southlands & co,"Dunbar-Southlands, Chaldecutt, University Endowment Lands",Vancouver,49.250990580000064,-123.21031457299996,False,4.0,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,1502.0,1715.0,1861.0,2789.0,1502.0,1715.0,1861.0,2789.0,inner,7.157193235108539,0.46341001957486305,0.3686826207403171,-0.9537797375329726,0.48603191458070516,-0.199365985594164,-0.9028812973826872
V7S,West Vancouver,West Vancouver North,Vancouver,49.349415159000046,-123.15141534799994,False,3.0,Arts and Entertainment,Landmarks and Outdoors,Retail,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,1620.0,2077.0,3094.0,4580.0,1620.0,2077.0,3094.0,4580.0,inner,10.147309252102966,0.9752076896288797,2.223007598809282,2.897848462057731,3.5082696052318023,-0.1940907128582923,-0.9190312143845016
V8S,Victoria,"Oak Bay, Fairfield, Gonzales, Fernwood, Rockland",Vancouver,49.28258152975446,-123.06555554773207,True,99.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,4.18612633626536,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20460765117464283,0.6313608177896823
V9S,Nanaimo,Nanaimo Central,Vancouver,49.17815939282554,-123.9462967340648,False,25.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1450.0,1773.0,2305.0,2539.0,1450.0,1773.0,2305.0,2539.0,outer,61.38519964238497,0.23787206327987268,0.6657844128066154,0.43318126864567486,0.06416735698004947,-0.10369494069319517,-0.5637330403445845
V1T,Vernon,Vernon Central,Vancouver,49.2754160050654,-123.0786469965608,True,100.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Landmarks and Outdoors,Travel and Transportation,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,2.954209326061564,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.2067810445078276,0.6475107347914968
V2T,Abbotsford,Abbotsford Southwest,Vancouver,49.194026524688695,-122.9904629402082,True,22.0,Dining and Lunching,Retail,Food and Beverage Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1207.0,1669.0,2222.0,2694.0,1207.0,1669.0,2222.0,2694.0,inner,11.689899793030694,-0.8160841555601785,0.1330501649635978,0.1739070264996664,0.325723382692456,-0.19136921784708896,-0.6121827913500277
V3T,Surrey,Inner Northwest,Vancouver,49.189481028000046,-122.84502367199995,False,68.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Community and Government,Landmarks and Outdoors,Office,Bar,Business and Professional Services,1390.0,1763.0,1902.0,2393.0,1390.0,1763.0,1902.0,2393.0,inner,21.12831157969871,-0.022364040137423928,0.6145599658986329,-0.8257045094849443,-0.18220154465873342,-0.17471762436872376,0.13071339073343544
V4T,West Kelowna,Westbank,Vancouver,49.27431500024507,-123.04273605135955,True,51.0,Dining and Lunching,Arts and Entertainment,Landmarks and Outdoors,Retail,Travel and Transportation,Food and Beverage Retail,Business and Professional Services,Bar,Community and Government,Education,1320.0,1554.0,2376.0,2210.0,1320.0,1554.0,2376.0,2210.0,inner,5.329114409387527,-0.3259728274576033,-0.45603097447820046,0.6549700781922604,-0.49100640082241337,-0.2025911495455092,-0.14383519829740965
V5T,Mount Pleasant,Mount Pleasant,Vancouver,49.26231567600007,-123.09204384799996,False,100.0,Dining and Lunching,Retail,Bar,Arts and Entertainment,Food and Beverage Retail,Landmarks and Outdoors,Sports and Recreation,Business and Professional Services,Community and Government,Education,1230.0,1523.0,1825.0,2588.0,1230.0,1523.0,1825.0,2588.0,inner,1.5526575749075922,-0.7163269825835482,-0.6148267598929461,-1.0662360353312412,0.14685281026977798,-0.20925371369482706,0.6475107347914968
V6T,UBC,UBC,Vancouver,49.26840697100005,-123.226532707,False,7.0,Landmarks and Outdoors,Dining and Lunching,Arts and Entertainment,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1644.0,1778.0,2343.0,2698.0,1644.0,1778.0,2343.0,2698.0,inner,8.272098197608022,1.0793021309957984,0.6913966362606065,0.5518851385438474,0.33247321561406645,-0.19739902922245994,-0.854431546377244
V7T,West Vancouver,West Vancouver Southeast,Vancouver,49.33177972100003,-123.14193679199995,False,73.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Bar,Arts and Entertainment,Office,Travel and Transportation,Business and Professional Services,Community and Government,1595.0,2149.0,3185.0,3183.0,1595.0,2149.0,3185.0,3183.0,inner,8.07342045363287,0.8667759798716728,2.5918236165467556,3.1821129926033547,1.1508904573593384,-0.19774954381121163,0.2114629757425075
V8T,Victoria,"Burnside, Hillside-Quadra, North Park, West Oaklands, Rock Bay",Vancouver,49.28258152975446,-123.06555554773207,True,99.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,4.18612633626536,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20460765117464283,0.6313608177896823
V9T,Nanaimo,Wellington,Vancouver,49.28322998931212,-123.05654739166604,True,77.0,Dining and Lunching,Arts and Entertainment,Travel and Transportation,Landmarks and Outdoors,Retail,Food and Beverage Retail,Bar,Business and Professional Services,Community and Government,Education,1465.0,1564.0,2192.0,2210.0,1465.0,1564.0,2192.0,2210.0,inner,4.780636288044549,0.3029310891341968,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20355879483529,0.2760626437497652
V1V,Kelowna,Kelowna North,Vancouver,49.27431500024507,-123.04273605135955,True,51.0,Dining and Lunching,Arts and Entertainment,Landmarks and Outdoors,Retail,Travel and Transportation,Food and Beverage Retail,Business and Professional Services,Bar,Community and Government,Education,1320.0,1554.0,2376.0,2210.0,1320.0,1554.0,2376.0,2210.0,inner,5.329114409387527,-0.3259728274576033,-0.45603097447820046,0.6549700781922604,-0.49100640082241337,-0.2025911495455092,-0.14383519829740965
V2V,Mission,Mission East,Vancouver,49.31740906774093,-123.0876438010993,True,89.0,Dining and Lunching,Retail,Food and Beverage Retail,Landmarks and Outdoors,Travel and Transportation,Bar,Arts and Entertainment,Business and Professional Services,Health and Medicine,Community and Government,1610.0,2016.0,2604.0,2928.0,1610.0,2016.0,2604.0,2928.0,inner,6.478583423667532,0.931835005725997,1.9105384726705892,1.3671932975812955,0.7205886086066697,-0.20056321400143767,0.46986164777153816
V3V,Surrey,Outer Northwest,Vancouver,49.19009136300008,-122.89503813699996,False,7.0,Dining and Lunching,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,1207.0,1669.0,2222.0,2694.0,1207.0,1669.0,2222.0,2694.0,inner,17.78147306223748,-0.8160841555601785,0.1330501649635978,0.1739070264996664,0.325723382692456,-0.18062224006998182,-0.854431546377244
V4V,Winfield,Winfield,Vancouver,49.2775706,-123.1134435,False,100.0,Dining and Lunching,Retail,Travel and Transportation,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Food and Beverage Retail,Community and Government,Education,1467.0,1642.0,2162.0,2273.0,1467.0,1642.0,2162.0,2273.0,inner,1.77217893560633,0.31160562591477337,-0.005255841687954839,-0.013520136497448106,-0.38469653230704814,-0.20886642603025027,0.6475107347914968
V5V,Kensington-Cedar Cottage & co,"Kensington-Cedar Cottage, Riley Park",Vancouver,49.24810918000003,-123.091103079,False,100.0,Dining and Lunching,Retail,Bar,Food and Beverage Retail,Travel and Transportation,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Community and Government,Education,1856.0,1752.0,2549.0,4092.0,1856.0,1752.0,2549.0,4092.0,inner,2.210434911902798,1.998803029736913,0.5582130742998522,1.1953850648339406,2.6847899887953224,-0.20809323870576196,0.6475107347914968
V6V,Richmond,Richmond Northeast,Vancouver,49.18239721900005,-123.036479564,False,6.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,1261.0,1640.0,2029.0,2114.0,1261.0,1640.0,2029.0,2114.0,inner,10.441082382233473,-0.5818716624846116,-0.01550073106955133,-0.42898368114105195,-0.6530023909410652,-0.1935724274890621,-0.8705814633790584
V7V,West Vancouver,West Vancouver South,Vancouver,49.33968359800008,-123.19101356399996,False,13.0,Dining and Lunching,Food and Beverage Retail,Landmarks and Outdoors,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1646.0,2005.0,3004.0,4580.0,1646.0,2005.0,3004.0,4580.0,inner,10.356146311797911,1.087976667776375,1.8541915810718084,2.616707717562059,3.5082696052318023,-0.19372227483080875,-0.7575320443663575
V8V,Victoria,"Cook Street Village, Fairfield, Harris Green, Humboldt Valley, James Bay",Vancouver,49.28258152975446,-123.06555554773207,True,99.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,4.18612633626536,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20460765117464283,0.6313608177896823
V9V,Nanaimo,Nanaimo Northwest,Vancouver,49.28322998931212,-123.05654739166604,True,77.0,Dining and Lunching,Arts and Entertainment,Travel and Transportation,Landmarks and Outdoors,Retail,Food and Beverage Retail,Bar,Business and Professional Services,Community and Government,Education,1465.0,1564.0,2192.0,2210.0,1465.0,1564.0,2192.0,2210.0,inner,4.780636288044549,0.3029310891341968,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20355879483529,0.2760626437497652
V1W,Kelowna,Kelowna Southwest,Vancouver,49.27431500024507,-123.04273605135955,True,51.0,Dining and Lunching,Arts and Entertainment,Landmarks and Outdoors,Retail,Travel and Transportation,Food and Beverage Retail,Business and Professional Services,Bar,Community and Government,Education,1320.0,1554.0,2376.0,2210.0,1320.0,1554.0,2376.0,2210.0,inner,5.329114409387527,-0.3259728274576033,-0.45603097447820046,0.6549700781922604,-0.49100640082241337,-0.2025911495455092,-0.14383519829740965
V2W,Maple Ridge,Maple Ridge East,Vancouver,49.22945850742304,-123.15223897182496,True,48.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Retail,Landmarks and Outdoors,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1686.0,1623.0,2284.0,3330.0,1686.0,1623.0,2284.0,3330.0,inner,4.563347595037879,1.261467403387906,-0.10258229081312151,0.36758176159668476,1.398946817228524,-0.20394214354534554,-0.1922849493028529
V3W,Surrey,Upper West,Vancouver,49.14105281700006,-122.856604894,False,18.0,Dining and Lunching,Retail,Bar,Food and Beverage Retail,Landmarks and Outdoors,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,1390.0,1763.0,1902.0,2393.0,1390.0,1763.0,1902.0,2393.0,outer,23.020188507022848,-0.022364040137423928,0.6145599658986329,-0.8257045094849443,-0.18220154465873342,-0.1713799054582818,-0.6767824593572853
V4W,Langley Township,Langley Township East,Vancouver,49.16367400000007,-122.64143399999996,True,12.0,Dining and Lunching,Landmarks and Outdoors,Food and Beverage Retail,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,1056.0,1642.0,2083.0,2065.0,1056.0,1642.0,2083.0,2065.0,outer,36.06838257085541,-1.4710116824937083,-0.005255841687954839,-0.2602992344436489,-0.7356878442307937,-0.14835980121948805,-0.7736819613681719
V5W,Riley Park & co,"Riley Park, Kensington-Cedar Cottage, Oakridge, Sunset",Vancouver,49.23259389800006,-123.09181017299994,False,42.0,Dining and Lunching,Retail,Travel and Transportation,Landmarks and Outdoors,Food and Beverage Retail,Office,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,1583.0,1730.0,2542.0,2726.0,1583.0,1730.0,2542.0,2726.0,inner,3.5905191915725996,0.8147287591882135,0.44551929110229077,1.1735185624842772,0.37972204606533994,-0.20565844322211876,-0.2891844513137394
V6W,Richmond,Richmond Southeast,Vancouver,49.15017728500004,-123.06114262799996,False,4.0,Dining and Lunching,Food and Beverage Retail,Landmarks and Outdoors,Sports and Recreation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,1234.0,1581.0,1949.0,1975.0,1234.0,1581.0,1949.0,1975.0,inner,12.966390588067657,-0.6989779090223951,-0.31772496782664783,-0.6788865651372047,-0.8875590849670297,-0.18911718580205203,-0.9028812973826872
V7W,West Vancouver,West Vancouver West,Vancouver,49.36251772400004,-123.26243775299996,False,5.0,Landmarks and Outdoors,Dining and Lunching,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,1298.0,1580.0,1866.0,2235.0,1298.0,1580.0,1866.0,2235.0,inner,15.601310386381055,-0.4213927320439454,-0.3228474125174461,-0.938160807283213,-0.4488199450623478,-0.1844685633090616,-0.8867313803808727
V8W,Victoria,"Downtown, Chinatown",Vancouver,49.28258152975446,-123.06555554773207,True,99.0,Dining and Lunching,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,1582.0,1564.0,2192.0,2210.0,1582.0,1564.0,2192.0,2210.0,inner,4.18612633626536,0.8103914907979252,-0.404806527570218,0.08019344500110916,-0.49100640082241337,-0.20460765117464283,0.6313608177896823
